Line	Source	BiGG	MNXM	Stuff	
12: bigg.metabolite:	oh1	MNXM02	Hydroxideion
207954: bigg.metabolite:	WTA40raPG	MNXM1092479	Peptidoglycanboundwallteichoicacid(alaninecharged)
207962: bigg.metabolite:	WTA40rgPG	MNXM1092480	Peptidoglycanboundwallteichoicacid(N-acetyl-glucosaminecharged)
207965: bigg.metabolite:	WTA_PG	MNXM1092481	Peptidoglycanboundwallteichoicacid
207968: bigg.metabolite:	a23op	MNXM1092482	3-Amino-2-oxopropylphosphate
207971: bigg.metabolite:	a24op	MNXM1092483	2-amino-4-oxopentanoate
207974: bigg.metabolite:	a2m2prpnte	MNXM1092484	2-aminoprop-2-enoate
207977: bigg.metabolite:	a45imzc	MNXM1092485	4-amino-5-imidazolecarboxylate
207981: bigg.metabolite:	a4imz	MNXM1092486	4-aminoimidazole
208000: bigg.metabolite:	a53oh	MNXM1092487	(S)-5-amino-3-oxohexanoate
208003: bigg.metabolite:	a5pn	MNXM1092488	5-aminopentanoate
208006: bigg.metabolite:	a_D_glucose	MNXM1092489	ADASHDDASHglucosec
208013: bigg.metabolite:	a_gal__D	MNXM1092490	AlphaDgalactose
208016: bigg.metabolite:	aaacp	MNXM1092491	Acetoacetylacylcarrierprotein
208019: bigg.metabolite:	aac24dab	MNXM1092492	NalphaAcetylL24diaminobutyrate
208022: bigg.metabolite:	aacp	MNXM1092493	Apo[acp]
208025: bigg.metabolite:	aad	MNXM1092494	Acetyl-adenylate
208028: bigg.metabolite:	ab3coa	MNXM1092495	L-3-aminobutyryl-CoA
208031: bigg.metabolite:	abdmagdpu	MNXM1092496	N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol
208034: bigg.metabolite:	abg4	MNXM1092497	4-aminobenzoate-glutamate
208037: bigg.metabolite:	acACP_MRSA	MNXM1092498	AverageacylACPmolecule
208040: bigg.metabolite:	acacacp	MNXM1092499	Acetoacetyl-[acp]
208048: bigg.metabolite:	acacp	MNXM1092500	Acetylacyl-carrierprotein
208051: bigg.metabolite:	acadl	MNXM1092501	Acetyladenylate
208054: bigg.metabolite:	acampnt	MNXM1092502	2-N-acetamidomethylphosphonate
208057: bigg.metabolite:	acap	MNXM1092503	Adenosyl-cobinamidephosphate
208060: bigg.metabolite:	acara	MNXM1092504	NAcetoxyarylamine
208063: bigg.metabolite:	acb	MNXM1092505	Adenosyl-cobyrate
208066: bigg.metabolite:	acbda	MNXM1092506	Adenosyl-cobyrinatea,c-diamide
208069: bigg.metabolite:	accb	MNXM1092507	Apo-[acetyl-CoA:carbon-dioxideligase(ADP-forming)]
208072: bigg.metabolite:	accp	MNXM1092508	Apo-carboxylase
208075: bigg.metabolite:	acgala	MNXM1092509	NAcetylDgalactosamine
208080: bigg.metabolite:	acgamm	MNXM1092510	N-acetylglucosaminylmalate
208083: bigg.metabolite:	acgpail_pf_18_0_18_1	MNXM1092511	N-Acetyl-D-glucosaminylphosphatidylinositol(plasmodium,C18:0,C18:1)
208086: bigg.metabolite:	achom__L	MNXM1092512	Acetylhomoserine
208089: bigg.metabolite:	acile__L	MNXM1092513	AcetylIsoleucine(ChemspiderId:9964364)
208092: bigg.metabolite:	acleu__L	MNXM1092514	N-Acetylleucine
208095: bigg.metabolite:	acmet	MNXM1092515	N-Acetylmethionine
208098: bigg.metabolite:	acmtsoxin	MNXM1092516	NAcetylmethioninesulfoximine
208101: bigg.metabolite:	acolipa_LptA	MNXM1092517	4Amino4deoxyLarabinosemodifiedcoreoligosaccharidelipidA
208106: bigg.metabolite:	HC00342	MNXM1092518	Cis-aconitate(3-)||(1Z)-prop-1-ene-1,2,3-tricarboxylat
208107: bigg.metabolite:	acon	MNXM1092518	Cis-Aconitate
208108: bigg.metabolite:	acon_C	MNXM1092518	Cis-Aconitate
208137: bigg.metabolite:	acp	MNXM1092519	AcylcarrierProtein
208142: bigg.metabolite:	acpptrn	MNXM1092520	NAcetylphosphinothricin
208145: bigg.metabolite:	act	MNXM1092521	Averageacetyl-PO4-molecule
208148: bigg.metabolite:	acthr__L	MNXM1092522	Acetyl-Threonine
208151: bigg.metabolite:	actn__S	MNXM1092523	S-acetoin
208154: bigg.metabolite:	aeioh	MNXM1092524	3-(2-Aminoethyl)-1H-indol-5-ol
208157: bigg.metabolite:	ag160	MNXM1092525	Acylglycerol
208160: bigg.metabolite:	aglaa	MNXM1092526	L-Ala-gamma-D-Glu-L-lys-D-Ala(Extracellular)
208163: bigg.metabolite:	aglp	MNXM1092527	1-acyl-sn-glycerol3-phosphate
208166: bigg.metabolite:	aglp2	MNXM1092528	2-acyl-sn-glycerol3-phosphate
208169: bigg.metabolite:	agly3p_LLA	MNXM1092529	1Acylsnglycerol3phosphatelactisspecific
208177: bigg.metabolite:	agpc23	MNXM1092530	2-acyl-sn-glycero-3-phosphatidylcholine
208180: bigg.metabolite:	agps23	MNXM1092531	2-acyl-sn-glycero-3-phosphoserine
208183: bigg.metabolite:	aibut	MNXM1092532	L-3-Aminoisobutanoate
208186: bigg.metabolite:	aksuc	MNXM1092533	Alpha-ketosuccinamate
208189: bigg.metabolite:	al26da	MNXM1092534	N6AcetylLL26diaminoheptanedioate
208192: bigg.metabolite:	alaACP	MNXM1092535	D-alanyl-[D-alanylcarrierprotein]
208195: bigg.metabolite:	ala_L_thr__L	MNXM1092536	Ala-L-Thr-L
208198: bigg.metabolite:	ala_gln	MNXM1092537	Ala-Gln
208201: bigg.metabolite:	ala_his	MNXM1092538	Ala-His
208204: bigg.metabolite:	ala_leu	MNXM1092539	Ala-Leu
208211: bigg.metabolite:	alagly	MNXM1092540	L-alanylglycine
208214: bigg.metabolite:	alahis	MNXM1092541	Lalaninylhistidine
208217: bigg.metabolite:	alaleu	MNXM1092542	Lalaninylleucine
208220: bigg.metabolite:	alathr	MNXM1092543	Lalaninylthreonine
208223: bigg.metabolite:	alatrp	MNXM1092544	Lalaninyltryptophan
208226: bigg.metabolite:	aldehyde	MNXM1092545	Aldehyde
208229: bigg.metabolite:	algac_MG_14	MNXM1092546	Alginate1unitsofacetylatedDmannuronateand4unitsofLguluronate
208232: bigg.metabolite:	algac_MG_23	MNXM1092547	Alginate2unitsofacetylatedDmannuronateand3unitsofLguluronate
208235: bigg.metabolite:	algac_MG_32	MNXM1092548	Alginate3unitsofacetylatedDmannuronateand2unitsofLguluronate
208238: bigg.metabolite:	algac_MG_41	MNXM1092549	Alginate4unitsofacetylatedDmannuronateandoneunitofLguluronate
208245: bigg.metabolite:	algac__M	MNXM1092550	Alginate5unitsofDmannuronatecompletellyacetylated
208248: bigg.metabolite:	alincoa	MNXM1092551	AlphaLinoylCoAnC18391215CoA
208251: bigg.metabolite:	alkane	MNXM1092552	Alkane
208254: bigg.metabolite:	allocy	MNXM1092553	Allocyanobilin(phycobilisomecore)
208257: bigg.metabolite:	allocy_exc	MNXM1092554	Excitedallocyanobilin(phycobilisomecore)
208260: bigg.metabolite:	alltn__R	MNXM1092555	Allantoin
208263: bigg.metabolite:	alpa_pf_16_0	MNXM1092556	Lysophosphatidicacid(plasmodium,C16:0)
208266: bigg.metabolite:	alpa_pf_18_0	MNXM1092557	Lysophosphatidicacid(plasmodium,C18:0)
208269: bigg.metabolite:	alpa_pf_18_1	MNXM1092558	Lysophosphatidicacid(plasmodium,C18:1)
208272: bigg.metabolite:	alpa_pf_18_2	MNXM1092559	Lysophosphatidicacid(plasmodium,C18:2)
208279: bigg.metabolite:	alpa_pf_20_4	MNXM1092560	Lysophosphatidicacid(plasmodium,C20:4)
208282: bigg.metabolite:	alpla	MNXM1092561	Alphalinolenicacid183
208285: bigg.metabolite:	amdglc	MNXM1092562	Alpha-Methyl-D-glucoside
208288: bigg.metabolite:	ammp	MNXM1092563	Aminomethylpyrimidine
208291: bigg.metabolite:	ampnt	MNXM1092564	Aminomethylphosphonate
208294: bigg.metabolite:	amycolate82	MNXM1092565	Alpha-mycolateC82(26)
208297: bigg.metabolite:	amylose	MNXM1092566	Amylose
208300: bigg.metabolite:	andrs14dn317dn	MNXM1092567	Androsta-1,4-diene-3,17-dione
208303: bigg.metabolite:	ant24Nacds	MNXM1092568	Anteisoheptadecanoyllipoteichoicacidn=24linkedN-acetyl-D-glucosamine
208306: bigg.metabolite:	ant24glcs	MNXM1092569	Anteisopentadecanoyllipoteichoicacidn=24linkedglucosesubstituted
208313: bigg.metabolite:	antcard	MNXM1092570	AnteisoheptadecanoylcardiolipinB.subtilis
208316: bigg.metabolite:	antla24s	MNXM1092571	Anteisoheptadecanoyllipoteichoicacidn=24linkedglucosesubstituted
208319: bigg.metabolite:	antp24u	MNXM1092572	Anteisopentadecanoyllipoteichoicacidn=24linkedunsubstituted
208322: bigg.metabolite:	aopox	MNXM1092573	Antioxidantprotein(oxidized)
208325: bigg.metabolite:	aoprd	MNXM1092574	Antioxidantprotein(reduced)
208328: bigg.metabolite:	ap3a	MNXM1092575	P1,P3-Bis(5-adenosyl)triphosphate
208331: bigg.metabolite:	apn3	MNXM1092576	3-Aminopropiononitrile
208334: bigg.metabolite:	apocarb	MNXM1092577	Apocarboxylase
208337: bigg.metabolite:	aptrc	MNXM1092578	N-Acetylputrescine
208340: bigg.metabolite:	arabl__D	MNXM1092579	ArablDc
208347: bigg.metabolite:	arsbet	MNXM1092580	ARSENOBETAINE
208351: bigg.metabolite:	arsn	MNXM1092581	Arsenite
208364: bigg.metabolite:	arsni	MNXM1092582	Arsenateion
208367: bigg.metabolite:	asn__D	MNXM1092583	DAsparagine
208370: bigg.metabolite:	asptrnaasn	MNXM1092584	L-Aspartyl-tRNA(Asn)
208373: bigg.metabolite:	asq205n31602o205n3	MNXM1092585	2-O-acyl-sulfoquinovosyldiacylglycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:0/2-O-20:5(5Z,8Z,11Z,14Z,17Z))
208376: bigg.metabolite:	athis	MNXM1092586	Thiaminebiosynthesisintermediate4
208379: bigg.metabolite:	 b12	MNXM1092587	Vitamin
208382: bigg.metabolite:	 b14glucan	MNXM1092588	Cellulose(beta-1,4-glucan)
208385: bigg.metabolite:	 b2eacp	MNXM1092589	But-2-enoyl-[acyl-carrierprotein]
208393: bigg.metabolite:	 b_D_glucose	MNXM1092590	BDASHDDASHglucosec
208396: bigg.metabolite:	 balaala	MNXM1092591	BetaalanylLalanine
208399: bigg.metabolite:	 balabala	MNXM1092592	Betaalanylbetaalanine
208402: bigg.metabolite:	 balagly	MNXM1092593	BetaalanylLglycine
208405: bigg.metabolite:	 balaleu	MNXM1092594	BetaalanylLleucine
208408: bigg.metabolite:	 balamd	MNXM1092595	BetaAlaninamide
208411: bigg.metabolite:	 barb	MNXM1092596	Barbiturate
208414: bigg.metabolite:	 bcaro_exc	MNXM1092597	Excitedbeta-carotene
208417: bigg.metabolite:	 bccp	MNXM1092598	[Acetyl-CoA:carbon-dioxideligase(ADP-forming)]
208420: bigg.metabolite:	 bccpco2	MNXM1092599	[Acetyl-CoA:carbon-dioxideligase(ADP-forming)]-CO2
208439: bigg.metabolite:	 behen	MNXM1092600	Docosanoate(C22:0)
208442: bigg.metabolite:	 behencoa	MNXM1092601	Docosanoyl-CoA
208445: bigg.metabolite:	 bglyg4n	MNXM1092602	Branchingglycogen4units
208448: bigg.metabolite:	 bhdodec	MNXM1092603	Betahydroxydodecanoicacid
208451: bigg.metabolite:	 bhtetdec	MNXM1092604	Betahydroxytetradecanoicacid
208454: bigg.metabolite:	 biomass	MNXM1092605	Biomass:total
208457: bigg.metabolite:	 biomass_carb	MNXM1092606	Biomass:carbohydrates
208460: bigg.metabolite:	 biomass_dna	MNXM1092607	Biomass:DNA
208463: bigg.metabolite:	 biomass_mem_lipids	MNXM1092608	Biomass:membranelipids
208466: bigg.metabolite:	 biomass_pigm	MNXM1092609	Biomass:chlorophyllsandpigments
208475: bigg.metabolite:	 biomass_pro	MNXM1092610	Biomass:proteinsandaminoacids
208478: bigg.metabolite:	 biomass_rna	MNXM1092611	Biomass:RNA
208481: bigg.metabolite:	 biomass_tag	MNXM1092612	Biomass:Triacylglycerides
208484: bigg.metabolite:	 bm_carbs	MNXM1092613	Biomassmetabolite:glycogenandcarbohydrates
208487: bigg.metabolite:	 bm_cofactors	MNXM1092614	Biomassmetabolite:cofactorsandions
208490: bigg.metabolite:	 bm_cw	MNXM1092615	Cellwallcomponentofbiomass
208493: bigg.metabolite:	 bm_dna	MNXM1092616	DNAcomponentofbiomass
208496: bigg.metabolite:	 bm_memlip	MNXM1092617	Lipidcomponentofbiomass
208499: bigg.metabolite:	 bm_pigm	MNXM1092618	Pigmentcomponentofbiomass
208502: bigg.metabolite:	 bm_pro	MNXM1092619	Proteincomponentofbiomass
208509: bigg.metabolite:	 bm_rna	MNXM1092620	RNAcomponentofbiomass
208512: bigg.metabolite:	 bsh	MNXM1092621	Bacillithiol
208515: bigg.metabolite:	 btbet	MNXM1092622	Butyro-betaine
208518: bigg.metabolite:	 but2encoa	MNXM1092623	But-2-enoyl-coa
208521: bigg.metabolite:	 butacp	MNXM1092624	Butyrylacylcarrierprotein
208524: bigg.metabolite:	 butcoa	MNXM1092625	Butanoyl-CoA
208527: bigg.metabolite:	 butd2coa	MNXM1092626	TransBut2enoylCoA
208531: bigg.metabolite:	 bzmd	MNXM1092627	Benzamide
208552: bigg.metabolite:	c101coa	MNXM1092628	DecenoylCoenzymeA
208555: bigg.metabolite:	c15811	MNXM1092629	C15811
208562: bigg.metabolite:	c15812	MNXM1092630	C15812
208565: bigg.metabolite:	c1yda	MNXM1092631	Cob(I)yrinatea,c-diamide
208568: bigg.metabolite:	c3dodcoa	MNXM1092632	C3-dodecanoyl-CoA
208571: bigg.metabolite:	c4dde2coa	MNXM1092633	(2E,4Z)-decadienoyl-CoA
208574: bigg.metabolite:	c5tetdcoa	MNXM1092634	C5-tetradecanoyl-CoA
208577: bigg.metabolite:	c6912odtte2coa	MNXM1092635	(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA
208580: bigg.metabolite:	c78mycolateACP	MNXM1092636	C78-alpha-mycolate-ACP
208583: bigg.metabolite:	c78mycolatepp	MNXM1092637	C78-alpha-mycolate-PP
208586: bigg.metabolite:	ca24g	MNXM1092638	Cholicacid-24glucuronide,CA-24G
208589: bigg.metabolite:	ca3s	MNXM1092639	Cholicacid3-sulfate
208596: bigg.metabolite:	cadprib	MNXM1092640	Cyclicadenosinediphosphateribose(cADPR)
208599: bigg.metabolite:	calxan	MNXM1092641	Caloxanthin
208602: bigg.metabolite:	carP	MNXM1092642	Carboxybiotin-carboxyl-carrierprotein
208605: bigg.metabolite:	caribup__R	MNXM1092643	R-carboxyibuprofen
208608: bigg.metabolite:	caribupglu__S	MNXM1092644	S-carboxyibuprofenglucuronide
208611: bigg.metabolite:	carorn	MNXM1092645	N5L1carboxyethylLornithine
208614: bigg.metabolite:	cav	MNXM1092646	Cavc
208617: bigg.metabolite:	cbflll	MNXM1092647	Cobalt-factorIII
208620: bigg.metabolite:	cbpcr7	MNXM1092648	Cobalt-precorrin-7
208623: bigg.metabolite:	cbpcr8x	MNXM1092649	Cobalt-precorrin-8x
208630: bigg.metabolite:	cbshclin	MNXM1092650	Cobalt-sirohydrochlorin
208633: bigg.metabolite:	cchol	MNXM1092651	26-Carboxycholest-4-en-3-one
208636: bigg.metabolite:	cdca24g	MNXM1092652	Chenodeoxycholicacid-24glucuronide,CDCA-24G
208639: bigg.metabolite:	cdca3g	MNXM1092653	Chenodeoxycholicacid-3glucuronide,CDCA-3G
208642: bigg.metabolite:	cdp12dgr160	MNXM1092654	CDP-1,2-diacyl-sn-glycerol(16:0/16:0)
208645: bigg.metabolite:	cdp12dgr1601619Z	MNXM1092655	CDP-1,2-diacyl-sn-glycerol(16:0/16:1(9Z))
208648: bigg.metabolite:	cdp12dgr160182n6	MNXM1092656	CDP-1,2-diacyl-sn-glycerol(16:0/18:2(9Z,12Z))
208651: bigg.metabolite:	cdp12dgr160205n3	MNXM1092657	CDP-1,2-diacyl-sn-glycerol(16:0/20:5(5Z,8Z,11Z,14Z,17Z))
208654: bigg.metabolite:	cdp12dgr161	MNXM1092658	CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/16:1(9Z))
208657: bigg.metabolite:	cdp12dgr1619Z160	MNXM1092659	CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/16:0)
208664: bigg.metabolite:	cdp12dgr1619Z182n6	MNXM1092660	CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/18:2(9Z,12Z))
208667: bigg.metabolite:	cdp12dgr1619Z205n3	MNXM1092661	CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
208670: bigg.metabolite:	cdp12dgr182_9_12	MNXM1092662	CDP-1,2-diacyl-sn-glycerol(18:2(9Z,12Z)/18:2(9Z,12Z))
208673: bigg.metabolite:	cdp12dgr182n6160	MNXM1092663	CDP-1,2-diacyl-sn-glycerol(18:2(9Z,12Z)/16:0)
208676: bigg.metabolite:	cdp12dgr182n61619Z	MNXM1092664	CDP-1,2-diacyl-sn-glycerol(18:2(9Z,12Z)/16:1(9Z))
208679: bigg.metabolite:	cdp12dgr182n6205n3	MNXM1092665	CDP-1,2-diacyl-sn-glycerol(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))
208682: bigg.metabolite:	cdp12dgr205n3	MNXM1092666	CDP-1,2-diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))
208685: bigg.metabolite:	cdp12dgr205n3160	MNXM1092667	CDP-1,2-diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)
208688: bigg.metabolite:	cdp12dgr205n31619Z	MNXM1092668	CDP-1,2-diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))
208691: bigg.metabolite:	cdp12dgr205n3182n6	MNXM1092669	CDP-1,2-diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))
208700: bigg.metabolite:	cdpdag_LLA	MNXM1092670	CDPdiacylglycerollactisspecific
208703: bigg.metabolite:	cdpdag_MRSA	MNXM1092671	CDP-diacylglycerol
208706: bigg.metabolite:	cdpdag_pf_16_0_16_0	MNXM1092672	CDPdiacylglycerol(plasmodium,C16:0,C16:0)
208709: bigg.metabolite:	cdpdag_pf_16_0_18_0	MNXM1092673	CDPdiacylglycerol(plasmodium,C16:0,C18:0)
208712: bigg.metabolite:	cdpdag_pf_16_0_18_1	MNXM1092674	CDPdiacylglycerol(plasmodium,C16:0,C18:1)
208715: bigg.metabolite:	cdpdag_pf_18_0_18_0	MNXM1092675	CDPdiacylglycerol(plasmodium,C18:0,C18:0)
208718: bigg.metabolite:	cdpdag_pf_18_0_18_1	MNXM1092676	CDPdiacylglycerol(plasmodium,C18:0,C18:1)
208721: bigg.metabolite:	cdpdag_pf_18_0_20_4	MNXM1092677	CDPdiacylglycerol(plasmodium,C18:0,C20:4)
208724: bigg.metabolite:	cdpdag_pf_18_1_18_1	MNXM1092678	CDPdiacylglycerol(plasmodium,C18:1,C18:1)
208727: bigg.metabolite:	cdpdag_pf_18_1_20_4	MNXM1092679	CDPdiacylglycerol(plasmodium,C18:1,C20:4)
208736: bigg.metabolite:	cdpdag_pf_20_4_20_4	MNXM1092680	CDPdiacylglycerol(plasmodium,C20:4,C20:4)
208739: bigg.metabolite:	cdpdhexdecglc	MNXM1092681	CDP-1,2-dihexadecanoylglycerol
208742: bigg.metabolite:	cdpdtetdecglc	MNXM1092682	CDP-1,2-ditetradecanoylglycerol
208745: bigg.metabolite:	cdpoctdecglc	MNXM1092683	CDP-1,2-dioctadecanoylglycerol
208748: bigg.metabolite:	cdppar	MNXM1092684	CDP-alpha-D-paratose
208751: bigg.metabolite:	cdprbt	MNXM1092685	CDP-ribitol(2-)
208754: bigg.metabolite:	cdprbtl	MNXM1092686	CDPribitol
208757: bigg.metabolite:	cdprib	MNXM1092687	CDP-ribitol
208760: bigg.metabolite:	cdptyv	MNXM1092688	CDP-alpha-D-tyvelose
208763: bigg.metabolite:	cer_18	MNXM1092689	N-octadecanoylsphingosine
208768: bigg.metabolite:	cer_182	MNXM1092690	N-(octadecanoyl)-sphinga-4,8-dienine
208771: bigg.metabolite:	chito2pdol_L_dolp11	MNXM1092691	N,N-DiacetylchitobiosyldiphosphodolicholPP-Dol11(-a1)GlcNAc(4-b1)GlcNAc
208774: bigg.metabolite:	chito2pdol_L_dolp12	MNXM1092692	N,N-DiacetylchitobiosyldiphosphodolicholPP-Dol12(-a1)GlcNAc(4-b1)GlcNAc
208777: bigg.metabolite:	chito2pdpl	MNXM1092693	PP-Dol(-a1)GlcNAc(4-b1)GlcNAc
208780: bigg.metabolite:	chla_qy1_exc	MNXM1092694	PhotosystemIexcitedchlorophyllA,Qyband(longwavelength)
208783: bigg.metabolite:	chla_qy2_exc	MNXM1092695	PhotosystemIIexcitedchlorophyllA,Qyband(longwavelength)
208786: bigg.metabolite:	chla_soret_exc	MNXM1092696	ExcitedchlorophyllA,Soretband(shortwavelength)
208789: bigg.metabolite:	chlac	MNXM1092697	Chloroacetate
208792: bigg.metabolite:	chm	MNXM1092698	5Carboxymethyl2hydroxymuconiCACID
208795: bigg.metabolite:	chms	MNXM1092699	5Carboxymethyl2hydroxymuconicsemialdehyde
208807: bigg.metabolite:	chol4en3one	MNXM1092700	Cholest-4-en-3-one
208810: bigg.metabolite:	cholc3coa	MNXM1092701	CoA-cholest-4-en-3-oneC3sidechain
208813: bigg.metabolite:	cholc5coa	MNXM1092702	CoA-cholest-4-en-3-oneC5sidechain
208816: bigg.metabolite:	cholc8coa	MNXM1092703	CoA-cholest-4-en-3-oneC8sidechain
208819: bigg.metabolite:	cholenec3coa	MNXM1092704	CoA-20-ene-cholest-4-en-3-oneC5sidechain
208822: bigg.metabolite:	cholenec5coa	MNXM1092705	CoA-22-ene-cholest-4-en-3-oneC5sidechain
208825: bigg.metabolite:	cholenec8coa	MNXM1092706	CoA-24-ene-cholest-4-en-3-oneC8sidechain
208828: bigg.metabolite:	choles	MNXM1092707	Cholesterol
208831: bigg.metabolite:	cholphyc1	MNXM1092708	Chlorophyllc1
208834: bigg.metabolite:	cholphyc2	MNXM1092709	Chlorophyllc2
208841: bigg.metabolite:	cinmcoa	MNXM1092710	CinnamoylCoA
208844: bigg.metabolite:	citdae	MNXM1092711	Citrl-diaminoethane
208847: bigg.metabolite:	citdapp	MNXM1092712	Citryl-L2,3-diamino-propionicacid
208850: bigg.metabolite:	clpn161e9	MNXM1092713	Cardiolipintetrahexadec9EenoylnC161trans
208853: bigg.metabolite:	clpn181e11	MNXM1092714	Cardiolipintetraoctadec11EenoylnC181trans
208856: bigg.metabolite:	clpn182	MNXM1092715	Cardiolipin(18:2/18:2/18:2/18:2)
208859: bigg.metabolite:	clpn_LLA	MNXM1092716	Cardiolipinlactisspecific
208862: bigg.metabolite:	clpn_LM	MNXM1092717	CardiolipinLmajor
208865: bigg.metabolite:	clpn_MRSA	MNXM1092718	Cardiolipin(MRSA)||bisphosphatidylglycerol
208868: bigg.metabolite:	clpn_pf_16_0_18_1_16_0_18_1	MNXM1092719	Cardiolipin(plasmodium)
208875: bigg.metabolite:	cmpacneun	MNXM1092720	CMP-N-Acetylneuraminate
208878: bigg.metabolite:	cmylphosph	MNXM1092721	Carbamoylphosphate
208881: bigg.metabolite:	cn	MNXM1092722	Cyanideion
208884: bigg.metabolite:	coa2s	MNXM1092723	CoenzymeAdisulfide
208887: bigg.metabolite:	colipaF	MNXM1092724	CoreoligosaccharidelipidAwith1'diphosphate
208890: bigg.metabolite:	colipaOAmin	MNXM1092725	MembraneLPSmixturemin
208893: bigg.metabolite:	colipa_LptA	MNXM1092726	CoreoligosaccharidelipidAwithabundances
208896: bigg.metabolite:	colipacy	MNXM1092727	O-antigenboundtocoreoligosaccharidelipidA(Synechococcuselongatus7942)
208899: bigg.metabolite:	colipamin	MNXM1092728	Core-oligosaccharide-lipid-Amin
208902: bigg.metabolite:	coprost	MNXM1092729	Coprostanol
208909: bigg.metabolite:	cpocdacp	MNXM1092730	Cyclopropanoyloctadecanoylacylcarrierprotein
208912: bigg.metabolite:	cresol	MNXM1092731	4-Cresol
208915: bigg.metabolite:	crm_pf_18_1_16_0	MNXM1092732	N-(hexadecanoyl)-sphing-4-enine
208918: bigg.metabolite:	crm_pf_18_1_18_0	MNXM1092733	N-(octadecanoyl)-sphing-4-enine
208921: bigg.metabolite:	crm_pf_18_1_24_0	MNXM1092734	N-(tetracosanoyl)-sphing-4-enine
208924: bigg.metabolite:	cro2	MNXM1092735	Chromite
208927: bigg.metabolite:	cs1	MNXM1092736	Cesiumion
208930: bigg.metabolite:	cthzp	MNXM1092737	4-Methyl-5-[2-(phosphonooxy)ethyl]-1,3-thiazole-2-carboxylate
208933: bigg.metabolite:	ctncoa	MNXM1092738	Crotonyl-CoA
208937: bigg.metabolite:	cur	MNXM1092739	Curcumin
208949: bigg.metabolite:	cvn	MNXM1092740	Cinnavalinante
208952: bigg.metabolite:	cxsam	MNXM1092741	Carboxy-S-adenosyl-L-methionine
208955: bigg.metabolite:	cysO	MNXM1092742	CysO
208958: bigg.metabolite:	cysOamp	MNXM1092743	CysO-amp
208961: bigg.metabolite:	cysOcys__L	MNXM1092744	CysO-Cysteine
208964: bigg.metabolite:	cysOsh	MNXM1092745	CysO-SH
208967: bigg.metabolite:	cystine__L	MNXM1092746	L-cystine
208970: bigg.metabolite:	d12dg_LLA	MNXM1092747	Diglucosyl12diacylglycerol
208973: bigg.metabolite:	d12h5mtp	MNXM1092748	5-(methylthio)-2,3-dioxopentylphosphate
208976: bigg.metabolite:	d23hb	MNXM1092749	2,3-dihydroxybenzoate
